,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,Horta odaygaan ma xishoodo miyaa,1,0,0,1,0,0
,Halaha makaroofanee duqa korsaarn baa iigadaran,1,0,0,0,0,0
,Odaygaan gabadhiisi haloo gubo sidii luul abdi casiis,1,0,1,1,0,0
,ader kaas wakudaayay ee yuu hadal kaatagin,1,0,1,0,0,0
,Kan cml wayay kuwa sababtoda aan 30 sano ugu jirnay qaxa iyo abaarta,1,0,0,0,0,0
,Dil toogasho shacabka kaliya lagu qancinaya io family gabdhaha ninka racfaan baa u furan go.anka wali ma cado yaan la deg dagin,1,0,0,0,0,0
,Ilaahay ha unaxariisto sayad cali macalin daauud,0,0,0,0,0,1
,ALQABYAALA IYO REERKIISA WAA WADA XANUUNSAN YAHIIN,1,0,0,1,0,0
,"Ilahay baay ka goo,een diin iyo xadiis baay kaga shekayinayan dhiga bini adamkana wa banaysten diinta islamka eed shekatan meel iska dhiga ninba qabilkisa ha caabuudo qabil iyo musuq masuq ayaa diin idin ah",1,0,0,1,1,0
,Intaas la wareysanaayo ayuu farxad u arkaa caruur yaryar iyo hooyadoo oo lagubayna waxuu rabaa inuu sii dhibaateeyo sorry,1,0,0,0,0,0
,Dhaqan xumada suuli gabar haben socoto mafiicno waakugu tagersanahay qofki kaso jedsado dhaqanxumada bu u olaleynaaya,0,0,0,0,0,1
,Mahadsanid Gudoomiye,0,0,0,0,0,1
,Mash Allah sheikh yusuf hussein jimcaale dhaqan xumada suuli. Ilahey ha kula garab galee,,,,,,
,War nin weyn waaye warkas,0,0,0,0,0,1
,Ay masha allah waa noo hadashay qayb walba aroosyadaaa said jag ugu ahay lkn gudoomiye xoolaha maqalan karnaaa go'anka kaligin ha qaadanina wax naga so gaarsiyo basal nacay hilib le sambuuska ku suubsan lahayn kafarxi walaalahaa sonka xolaha qasha dheh,1,0,0,0,0,0
,Masha allah mudane gudoomiye wad ku mahadsantahay munkarka in laga suuliyo magaalada Wan rabnaa jisaakallaahu kheeyr,0,0,0,0,0,1
,Madaaalow,0,0,0,0,0,1
,Rabi uun amarkiis raac,0,0,0,0,0,1
,Hool fiican ayaad ka heysaa magaalada maalmahan si wacan ugudo,,,,,,
,Waa guul hadow go aan kaan hirgalo hotel xaraanta lagu dhex qasaa hala wada xiro wax maher ka badan yaan hotel lagu dhigin,1,0,1,0,0,0
,Masha Allah Gudoomiye Madaale waa kugu taageersanahay dhaqan xumada suuli.Alle hakaa Abaaal mariyeee,0,0,0,0,0,1
,Xoolaha la qabto dowlada Ha qaadato yaan cidna la weydiin Askarta iyo masaakiinta Halo qalo wayo waxan wa dhaqan xumo ceeb,1,0,0,0,0,0
,Waa arin fiican in bulshada loo soo bandhigo waxii kheyr ah waxii xuna lagala dagaalamo waan kugu bogaadinayna dugoomiye shaqo wacan,0,0,0,0,0,1
,Madaale allh ku caawiye gudoomiye waa nin rag ah oo masuuliyadiisa kasoo baxaayo guuleyso geesiyow,,0,0,0,0,1
,Madaale wuu saxanyahay 100%,0,0,0,0,0,1
,Madaale ganacsiga muu si qarsoodi ah ugu duulayaa mise Hotel meel lagu tunto maahan ee meelaha saxda bosh iyo qaar kale oo badan aa jiraanee dhinacaas ka wad baahasha,1,0,0,0,0,1
,"Gudoomiye shaqo wacan, dhaqan wanaagsan waxu ka tarjumayaa akhlaaqda islaamka",0,0,0,0,0,1
,Wad saxan thy Godomiye shaqo wacan insha Allah,0,0,0,0,0,1
,Bisha Ramadan kaliya ma lagaa Rawaa waqti walbo ayaa lagaa rawaa mise bisharamadan kaliya ayaa alle laga baqaa gadomiye madaale tani waa ku fashilantahay,1,0,0,0,0,0
,Gudoomiye xirxir wixii dhaqan xun,1,0,1,0,0,0
,Allah ka abal mariyo wax lagaga dayan karo tariqdana kugalidono waye I.a,0,0,0,0,0,1
,Guulayso waligaa mudane Madaale shaqo fiican ayaad qabataye,0,0,0,0,0,1
,Ciyaal tabuu godkiina biyo idinku soo galay,1,0,1,1,0,0
,Gudomiya wadku saxantahy,0,0,0,0,0,1
,Alay lahe madale wax xaqba Ka hadashay,0,0,0,0,0,1
,Marka hore Askarta kasoo bilaaba Anshaxa iyo muqadaradka Jagbonti kastaa Xashish lagu cabaa iyo Calaq baritan halagu sameyo Askar iyo dhalin yara kale Madalow benta daa sxbw waxada waa ii dheh waxba ma qabaneysid,1,0,0,1,0,0
,Mnsh allah gudomiye shaqo wcan xamar adiga masuul ka ah,0,0,0,0,0,1
,Masha allah Waa arin fiican in bulshada loo soo bandhigo wixii kheyr ah waxii xuna lagala dagaalamo waan kugu bogaadinayna sh.yuusf Hussein jimcaale shaqo wacan dhaqan xumada suuli,0,0,0,0,0,1
,Shaqo wacan gudomiye madaale,0,0,0,0,0,1
,Waxay usoo dhar dhigatay Qabtaa barja heshada ee gudoomiye uleey,1,0,1,0,0,0
,"Madax diinta iyo asluubta shareecada ku dhaqmeyso ma arkin madaale kahor, mudane mahadsanid sidaa dhaqanka bulshada u ilaalineyso.",1,0,0,0,0,1
,Waa arin fican in dhaqan xumada magaalada laga jooji dadkana loo soo bandhigo.,0,0,0,0,0,1
,Laakiin madaale maxaa usheegi waysay nimanka hotelada iska leh loona ganaaxi waayay,0,0,0,0,0,1
,Waxaan umalaynaa madaale ushiisa gabdhaha kaliya ayay qabataa,1,0,0,0,0,0
,Gudoomiye waan kuwataa guuleyso,0,0,0,0,0,1
,Ramadaanka aroosyada la dhigo Hotel 5-Star ah maba lagu dhigo Waayo I boobsii lee waa xaliimo Soon-Qaad,1,0,0,1,0,0
,Shaqo wacan Gudomiye,0,0,0,0,0,1
,Aqlaaqda suuban iyo dhowrista diinta waa muhiim,0,0,0,0,0,1
,Masha alaah madaale ale garagkiisa ha galo,0,0,0,0,0,1
,Masha Allah waa mahadsantahay Gudoomiye shaqadaada sii laba laab inta wanaaga u saaxiibkaa garabkaaga waaye,0,0,0,0,0,1
,Aroos waxba kaama galin magaalka jaamka ka yaree baabuurta xadka laheyn,1,0,0,0,0,0
,"Go,aankan mid hirgalo ma noqon doonaa?",1,0,0,0,0,1
,M.a mudane gudoomiye guuleyso,0,0,0,0,0,1
,Waankugu taageeray madaale illhay cimrigaaga hadhaafo bil ramadaan ayaa lagu jiraa,0,0,0,0,0,1
,Waa soo dhaweyneynaa waa mid aad logu baahnaaa,0,0,0,0,0,1
,Wan bogaadinayaa munkarka in la zuuliyo shaqo wacan gudoomiye.,0,0,0,0,0,1
,"Maashaa allaah shekhyuusuf madaale waan wataa runtii, munkarka hasuuliyo, ajar iyo abaalba wuu kahelayaaye.",0,0,0,0,0,1
,Maasha allaah gudoomiye shaqo baad uhaysaa umada allaha ku fududeye,0,0,0,0,0,1
,Waa talaabo wanaagsan,0,0,0,0,0,1
,"Madaale allaaha ku barakeeyo,",0,0,0,0,0,1
,Masha.allah,0,0,0,0,0,1
,Masha allah wa arin ficn,0,0,0,0,0,1
,Shaqo wacan Gudoomiye Madaale,0,0,0,0,0,1
,MOHAMED Bishar sida Aan ku Dhahaye Ayee Noqote,0,0,0,0,0,1
,Gudoomiyaha warkiisa waa qurux badan yahay hadiiba warkaas uu fuli karo waaba beelo,0,0,0,0,0,1
,Masha Allah,0,0,0,0,0,1
,Masha Allah wa arin wanagsan,0,0,0,0,0,1
,Shaqo wacan ayaad qabatay gadoomiye,0,0,0,0,0,1
,Aroos iyo gabar surwaalkeeda hanoo dambeeye watada dabka ilaa bakaaraha isku xirto maxaa udhisi weysay shaqadaada weli kasoo bixin sxbow ee nagada ciyaarta,1,0,0,0,0,0
,Fanaaniinta Halaga qariyo,0,0,0,0,0,1
,waadku mahadsantahay madaalow,1,0,0,,,
,Gudomiye shaqoyinkii kale waa sagxade intaad gabi adon wax qaban ka tegi leheed,1,0,0,0,0,0
,Magaladaan kuwa fisqiga wada xabsiga ku gur dadka nabad ha ugu somen,,,,,,
,Mashrucaan anaa maal galiyay,1,0,0,0,0,0
,Madaalow rabi Haku barakeeyo danbigaadana hadhaafo,0,0,0,0,0,1
,Waa arin wanaagsan intaa sheegtey in lasuuliyo balse ma.ogtahay gudoomiye daroogada.meesha ay kabilaabato waa jaadka Airport kasoodago kuwas wax kaqabta oo dalka yanan lakeenin. Inta jaad yaalo daroogo waa taalaa.taas masuuliyad iska saara,0,0,0,0,0,1
,"Run hadaa shegayso ciyaal werada nadhibtay meel saar kadib nin,naag usoo jeeso shaqabo shaqaa ka horeyso",1,0,0,0,0,0
,Waa soo dhaweenaa pointiguu kahadlay duqa magaalada runtii waa bil ramadaan inaan kafaaidasano wye nagahan qaar oo wareersan sideedaba halaga cancelo meelaha ee kusoo bandhigayaan jirkooda,1,0,0,1,0,0
,Waxaaan halkaan uga mahad celinayaa dhmn shaqalaha armaan hall,0,0,0,0,0,1
,Aduun macanki ka dhamaday xishoodki laga tagay ayaanu jognaa allow noo anaxariiso,0,0,0,0,0,1
,Marka hore Lix saac habeenimo kadib Xagee awal gabar u socotay,1,0,0,0,0,0
,Gudoomiyaha xariif shiid ah maa nagu diray maxee tahay dooda laga keenay aroosyada istaqfurallah Ramadan mubarak,1,0,0,0,0,0
,go'an fiican lagugu taageri karo bulshadana u fiican hada ku dhawaqdey,0,0,0,0,0,1
,"Shaqo fiican,",0,0,0,0,0,1
,Masha allah mudane illah ku sharfo arooska hada jiro aroos mahan ee wa musibo dalka ku soo kurortey,1,0,,0,0,0
,Waa runtii gabar habeen socota mafiicna waan kugu racsanahay,0,0,0,0,0,1
,Masha allh shiikh Yussuf Hussein Jim'ale Madaale wlh waan kugu taageeraa go.aan kasta oo qaadato weligeey ayaane ku taageersana sabab waxa tahay mas.uul macquul ah guuleeyso gudomiye sharaf iyo karaamo korkaaga ha aahaato,0,0,0,0,0,1
,Madaalow naxliga iska daa jaadka bisha ramadaan soodagayo anagoo dalka muslim ah baaka daran ariska aad kahadleeso,1,0,0,1,0,0
,Laba saac ma dhahdid gudomiye team ilmoley wa udaneysy,0,0,0,0,0,1
,Dhaqan xumada suuli madaaale waa arin farxad leh intaaaan ka badan ka rajeneneeee insha aallalh,0,0,0,0,0,1
,Daroogada micnaha ayadoo lugeyneysa ayey dalka soo gashay miyaa gudoomiya ?,1,0,0,0,0,0
,"Waa arin wanaagsan, waana soo dhaweyneena idam alle in dhaqan xumada laga suuliyo magalka",0,0,0,0,0,1
,Maxay dhahday dharkeygii meelu iiyaal yaab oo maxay meesha usoo dhigatay yaab hhhh,1,0,0,0,0,0
,mash allh gudoomiye fiican hade heshay muqdisho ilaahow ku barakee,0,0,0,0,0,1
,Masha Allah madaale,0,0,0,0,0,1
,Shaqo fcn ka qabo uleey kuwan wx maqli mayane,0,0,0,0,0,1
,Waa saxan tahay shiikh ysusuf xuseen madaale,0,0,0,0,0,1
,Ka dhabee insha Allah,0,0,0,0,0,1
,Allaha kugu guuleeyo hardankaas adag eed ugu jirto inaad wixii ilahey carogalinaayo aa meel aad masuul katahay kasocon. Kaguuleyso kuwa diidi doono suulinta dhaqanxumada magaalada kajirto alle idamkii.,0,0,0,0,0,1
,Run hadaa sheegeysiin fanaaniinta hees ka tumaya iyo Aroosyada hotel adan laga tu maayo hala joojiyo gabdhuhuna meeley aadaan haweyeen si gurugooda u joogan,1,0,0,0,0,0
,Waa goa'aan sax ah gudoomiye madaale hirgalinteedana adigaa lagaa rabaa soomali hadal wax kuma maqasho daroogadana asal waxaa u ah qaadka iyadoonan dalka laga mamnuucin joogsan mayso,0,0,0,0,0,1
,Inanta Ruun maanta laga bilaabo siyeerka aan furanaa majirto,1,,0,0,0,0
,Shaqo wanagsan baad heysaa mudane horay usoco,0,0,0,0,0,1
,Gudomiye madaale waad mahadsantahaye dhaqan gali amarkan gudomiye awaamir waad soosaari jidhay mana dhaqan gelijirin marka gudomiye ama awaamirta iska jooji ama dhaqan gali,1,0,0,0,0,1
,Dhaqan Xumada wadanka ka socoto waliba muqdisho xita wadamada Gaalada ah kama socoto Guleso Gudomiye dowlada wa ineey shaqa adag ka qabatàa dalkaan,,,,,,
,M.a hadalkaas run Allha ka dhigo,0,0,0,0,0,1
,Asiga dhan hadaa Naga joojiso kwrn oo hotel dhan rose Naga saarto si qiimaha Naga yaraado,0,0,0,0,0,1
,Masha allah,0,0,0,0,0,1
,M.a wa arin so dhoweyn mudan laakiin 12:00am kadib iyo kahor fuxshi wa uun fuxshi ee mala diido hotel rag iyo dumar ajnabi kala ah isla gelayaan oo aan wax qer ah lagu sameneyn oo music iyo beleeyo laga shidaayo oo la isku dhexjiro sida showga camal,0,0,0,0,0,1
,Madaale naag siijeedo iyo mid qaawan waxaan aheen ishiisu ma qabato miyaa?,1,1,0,0,0,0
,Qashinka lamiga dhaxdiisa lagudaadinayo naga xukun nadaafada dagmo kasto gudooomiya madaaale kushaqeee codsi,0,0,0,0,0,1
,Wad saxanthay gudomiye,0,0,0,0,0,1
,Koleyba Anigu marka horaba reera aroos iyo habeen banan baxo ma ahayn tas wad iga Amaan helee Aniga Gudomiye tankle wad ku saxantay waa Arin casimada quruxdeda halaga shaqeystaa,0,0,0,0,0,1
,Waa war aad u wanagsan oo jiilka cusub u dan ah,0,0,0,0,0,1
,Gudoomiye arintaas alle ha kula garabgalo,0,0,0,0,0,1
,Odaygaan wax kalama ogee gooy dheh,1,0,0,1,0,0
,"Yaa kayelayo hee
aroos waqti dambe ka imasho aa ba kanasanaa dhafar leeba naga celisay shoqo wacan adeer",0,0,0,0,0,1
,Shaqo wcn gudoomiye,0,0,0,0,0,1
,Wan kugu tagersanhy Gudomiye waad mahdsanthy,0,0,0,0,0,1
,Aroosyaday lixsaac mala diiday,1,0,0,0,0,0
,6 saac waad dheereysay gadoomiye 4 saac iyo kasiiyar ku habooneed,0,0,0,0,0,1
,Dadka dhahayan madaale dumarka qaawan maxaa tusay ma oga miyaa dumarka hadee wanagsanadan dalka oo dhan inoo wanaagsanadayo,0,0,0,0,0,1
,"Qodobka Lo,da hala adkeeyo bil asxaanak.",1,0,0,0,0,0
,Waa kugu raca sangay gudomye dhaqana xumada waa nugu sobdatay,0,0,0,0,0,1
,Guduumiye wamahadsanthy,0,0,0,0,0,1
,Drs Mukeyf Hassan Aadm wax maqal,0,0,0,0,0,1
,Mudane gudomiye muhimadu wa in laga jojiyaa darogadu halka ey kasoo gasho wadanka wax kastaba wa in asalkoda ladabar jaraaa,0,0,0,0,0,0
,Duqan asi ma walanyahay horta,1,0,0,1,0,0
,Madaale nolow xaqa uhiili,0,0,0,0,0,0
,Gudoomiye Shaqa wanagsana Heysana kusoco,0,0,0,0,0,1
,Hadalkas nama maraayo wax kale keenso duqyahow,1,0,0,0,0,0
,War fcn waaye Masha allaah,0,0,1,1,0,0
,Asc madala wad ku mahadsnathay munkarka inaad ladagasho ku soco badbadinta diinta iyo dadka,0,0,0,0,0,1
,Masha allaah hadalee runta sheektay gudoomiye,0,0,0,0,0,1
,Qarashka Guurka oo hoos udhac weyn ku imaan doono,1,0,0,0,0,0
,Ruux alle kabaqi waayay miyaa adiga kabaqaayo madaale ,1,0,0,0,0,0
,Gobolka banadir afhayen malahan miya maxa waye odogi dhama ayaba hadlaye,1,0,0,0,0,0
,Duqaan yaa naga qabsado,1,0,0,1,0,0
,Adeerow waa waqti dheer aa sisaya wlhi 4 saac aa igu dhigi laheed sheydamada fosha xun leh,1,0,0,1,0,0
,Waan kugu raacsanahay gudomiye madale,0,0,0,0,0,1
,Maxaa igu galay canshuur sow lagama qaado,1,0,0,0,0,0
,Gudoomiye jaadka maxaa katiri misse daroog maaha,1,0,0,0,0,0
,Waa inay ku mudaharaadaan away kuwii nikinjiray saqda dhexe,1,0,0,1,0,0
,Wadooyinka dhis oo laami saar hadaad wax qabaneyso ama warka badan jooji,1,0,0,0,0,0
,Maantay kadib inta xumaantay socotay xagee buu jiray odey madaale yaab waaye,1,0,0,1,0,0
,Saxwey gudoomiyah gull,0,0,0,0,0,1
,12:30 waa xili sidii ladoon la iska yeelay,1,0,0,0,0,0
,Shaqo aan shaqadada eheen baa heesa shaqada wasarada diinta io awqaafta uudaay,1,0,0,0,0,0
,odaygaan waalan xilka halaga qaado,1,0,1,1,0,0
,Jabriil Moalim Muse Geymale waad maqleysaa,1,0,1,0,0,0
,Shiikh madaale hawshaada wado magaaladan ada xilkeeda qaaday,0,0,0,0,0,1
,Waa mahasan tahy taliye madaale. garac waxay 6sac isku ruxayaan ma naqanee,1,0,0,0,0,0
,Wan kugu rac sanahy taa,0,0,0,0,0,0
,waligeyba aroz hotel ka jiro mann aadin hadana umaba socdo ee wxii hben socdan xabsiga u taala,0,0,0,0,0,1
,Kuwa Xashiishka ku cabaaya xaafadaha dhexdooda maxaa ka tiri?,0,0,0,0,0,0
,Guddoomiyaha Degmooyinka iyo taliyayaasha saldhigyada ee xaafadahaas lagu cabaayo iyagana maxaad ka tiri Guddoomiye.?,1,0,0,0,0,0
,Warmaa galley noqonaa hee daroogo wadankan cadiyey kanoqotaye oo ganacsato waaweyn aakeento waana ogtihiin,1,0,0,0,0,0
,Gudoomiye Hotel Elite kuma jiro miya kalabyada,1,0,0,0,0,0
,Madaale shaxda magalada wafahmy,1,0,0,0,0,0
,Aroos yada dhan mamnuc ka dhig bishan mudane,0,0,0,0,0,1
,"War hoos in loo dhahuu ku ficnaay, waa ssida aan kasoo xigtay dadbadan oo kale, guulaysta",1,0,0,0,0,0
,XAMAR WAX KALE AYEEY NOQOTAY,1,0,0,0,0,0
,Munasar masiib sheeg,1,0,0,1,0,0
,Bishaaro Abuukar Bilqayr Arag dhibaatada ka jirta Xamar,1,0,0,0,0,0
,Bisinka allaha umada haka qabto,1,0,0,0,0,0
,"Waxaaba qalad ah inaay gabar kaligeed aay habeenkii socoto, Haddaay midaan iyadu la socotay midka sidaan wax yeeleynaaya… koleey waalidkeed ayaa dembigaas leh",1,0,0,0,0,0
,Gabadha wax beey ka ogtahay meey laamiga dadka maraya ku qayliso,1,0,0,0,0,0
,Waa nin rag ah oo wiil hoog Reer Cismaan ah,1,0,0,0,0,0
,"insha allaha meel kasta oo ay ku hamiso Allaha u furo,,",0,0,0,0,0,1
,Salaada tuko oo ku dadaal waayo waxa jirta meel aduunka ka qurux badan .,0,0,0,0,0,1
,Zxbow yaana been lisku sheekin ayadaaba raali ka aheed in jidka lagu fool xumeeyo Marka hore mey dhoorato sharafteeda subxanallahi,1,0,0,0,0,0
,Xamar waa meel. Bahalagaleen ah,1,0,0,0,0,0
,Haddii aad ujeeddo Magaca Allah Love saar,0,0,0,0,0,1
,Arinta hore wa wax laga naxo lakiin qeybta dambe ee gabadhan hadlayso hal xabo kama jiro hadalkeeda daliil hada rabtid wa ku haaya,1,0,0,0,0,0
,Lix saac habeenimo Gabar socota howl sahlan uma socoto.,1,0,0,0,0,0
,Indha weyn wax ka Ben badan maleh,1,0,0,1,0,0
,"Saacadda waa 1-dii ama 7 saac oo habeenino sida camerada ka muuqato, haddii ay xilligaas socotay gabadhaas lafteeda ayaa mudan in la is weydiiyo waxa xilligaas waday. !",1,0,0,0,0,0
,Shar wade wlhi maalin war farxad leh sodhigayo goorma la arkaa maba la arkaaye,1,0,0,0,0,0
,Camerada lix saaac habeeenimo Ine Tahe ku qoran,0,0,0,0,0,1
,waxa xiligas wada ayaaba khalad ah gabdh,1,0,0,0,0,0
,Yaab waaye .,1,0,0,0,0,0
,lkn waxan layabanahay kowdi oo oo toban dhiman maxa banan geyay iyada hayday tahay naag wanagsan oo sharaf leh,1,0,0,1,0,0
,Sacada 6sac hawen nimo marka horeba iney isla socden aya dhici karta side gawar 6sac ku socn karta kaliged naga hubi,1,0,0,0,0,0
,Saq dhexe gabar danta ay lahaan karto maxeeY Tahay kaligeed Raga kaliya yaan eeda la saarin naag hadeY sharavTeda iyo nafteedaba ilaalsan weydo cid uma ilaalineeYso hana iso caynina qoraalkaan wllkey so qoray,1,0,0,0,0,0
,"Gabadha iyo ninka way isgaranayeen u maleena waayo, may qayliso, marka uu isku marayey may kula dagalamato cabaar bay hab isasiiyeen",1,0,0,0,0,0
,Munasar Maxamed zxp dhac dadan anaa goob joog ka ahaa waxana ka mid ahay wiilasha gabadha soo kor istagay wiil ka io gabadha wey is la socden waana is fahmi waayen kedib ayuu dilay mida kale wax cirbad lagu duray ma jirto qofta eyadaa ciyaal ka xaafada waala yaqana,1,0,0,0,0,0
,Saacada mesha ku qoran ma been baa teeda kle qof dumar ah oo xiligaas socda maxey ka dhigantahy miyeysan ogeyn ama la socon in ay qof dumar ah tahay Munasar Maxamed,1,0,0,0,0,0
,Anigu maan fahmin gabar nin eysan is fahansaneen laabta gelineyso kacarareynin waliba inee isla socdaan u egtahy,0,0,0,0,0,1
,Dad aan Camera Cc waligood arkin meeshaan ka qeelinaayo war badanaa Camera waqtigeeda waa qalad oo ma saxna Balse taariikhda saxan. Mida kale 12am intaas bajaaj ah socoto iyo Yaaqshiid macquul ahayn,1,0,0,0,0,0
,Bisin kow rabbi magan wllhi xamar Waa seve io waxa dhacaya isma lahan Waa dad bilaa arxan ah raggi waxay noqdeyn yeey allow yey San nacunin Waa balo kugu dhax nool sharta cuudu billah allow nagu shartid,1,0,0,0,0,0
,Maxa waye marka Gabar xiligaan socoto bisinka,1,0,0,0,0,0
,Wax xoog lagu wato ma eka labo qof oo bashalaya u jeedaa,1,0,0,0,0,0
,Qof dagaalama uma jedo nin io nag isla scdey oo hdba hab isisiina ban ujeda,1,0,0,0,0,0
,Rabi hanaga dhigo dadka maalinta qiyaame jannada lagu casuumo aamiin aamiin,0,0,0,0,0,1
,Shirkada telefanka ma soo qaban karto miyaa macaamiisheeda meeshay joogaan?,1,0,0,0,0,0
,Sacada iska sax 6saac habeenimo weeye Cctv sacad been kama Sheegto beenlow Munasar Maxamed,1,0,0,1,0,0
,Munasar Maxamed waa xaqiiq soo tabiyaha dhabta ah kusoco bro,0,0,0,0,0,1
,Iyada saacadas maxaa waday kaliged waa saq dhaxe,1,0,0,0,0,0
,Munaafaqaasi intuu talada hayo Soomaaliya waxwalba waa lagu arki,1,0,0,1,0,0
,Tuugan Dalka Halaga Qabto,1,0,0,1,0,0
,Wlhi wa dhibato habenkii gabar socoto wax walba Ayey la kulmeysaa hoyadey qeyr allaha siyo haben banan maba I ogola alx,0,0,0,0,0,1
,Saacada iyo xiliga kuma mashquulaayi lkn waxaa xaqiiqo ah in wadankeena ay Dumarka Ku dayacan yihiin,1,0,0,0,0,0
,Munasar Maxamed sxb Arinta gabdha Ay ledahy gabar ayaa ka shakiyay oo cirbad igu durty Number kana ma qabaneso sow lamaha Amniga Ama Hormud sow ma ogan karan halka Ay ku sugan thay mise lamaha Aminiga awood uma lahan quf Number kisa shidan yahy in ay soo qaban karan?,0,0,0,0,0,0
,Gbdhan ilaahy ha caafiyo lkn wey kala hadashay mar TikTok geda ayey ku dhaheysay naagta waa so helay Ani iyo ayadana waa Nala wada xiray hadana ma haayo maxay thy,1,0,0,0,0,0
,Adiga markaan ku arko dhibaato inaad soo wado ma ahane wax kale waligay kamasugin,1,0,0,1,0,0
,Dabcan waa xaaskiisa oo xanaaqsan marna kab ayay ula baxday isii daa cml marna hab ayay siisay oo rali galin cml ah,1,0,0,0,0,0
,Wax walba xasan munafaq aya ka danbeya,1,0,0,1,0,0
,Mahadsanid wallal mcn munasar,0,0,0,0,0,1
,Inshallah wan dadaalaynaa illahay. hanaga yasiro,0,0,0,0,0,1
,War ninkaan munasar ah like ayaa halkaas ka galay.,1,0,0,0,0,0
,Waxa uu dhahay waqtiga waa hal saac lakin waqtiga kaamirada fiiriya waxad arkaysaan in ay sacada tahay 6sac.,1,0,0,0,0,0
,Munasar Maxamed dadkan ku dahayan benlow atahay ilahey mayaqanan waxan. Ku qiray isbuci Hore. Marka shegtay suqa xolah gar ahan cali turcaaye. Tuga xafadena talefanad ku dacayay oo la qab Tay. Guleyso sxp,0,0,0,0,0,0
,Hhhhh war naagtaan ween wexee Ku hadleeso aarka naaa isku xishooo waxas caruurtu xitaa kuma hadlaane war adigana sxbow munasaroow. Kuguma aqoon waxakasta nin sooGudbiyee scml wixii maqlcqul ah ahaaa lkn waxaan cml caruurtu kuma hadadho xitaaa,1,0,0,1,0,0
,Ninkan asagaaba baaritaan ubaahan waxyaabaha uusoodhigayo waa amniga lidku ah,1,0,0,0,0,0
,Waxan nag mahan mey qeyliso ninka marko kudhagaya motoyinka may ucararto gesiyad wayo ku yeh tedakel meshan saqdhaxo weyi,1,0,0,0,0,0
,Waa dad isla socday soma aragtid iney isku dhagan yihin xata marku farka ku bilowsay lee loso cararay waa dad iska socday marki horeba hadey isla socon ama wey qaylin lahed ama wey carari lahed qofkan indhaha wa weyn waa ben low,1,0,0,1,0,0
,Been badanaa munaafiq cadeystay yaa adiga kuu soo duubay ileen yaqshid meelaha cidladaa camero kuma xirnee Kaliya waxey ku xiran tahay meelaha ganacsiga,1,0,0,1,0,0
,Kuwaan waa in shacabku Udiyaar garoobaa Sidii Loo Ciribtiri Lahaa Oo laamaha amaanka Doowlada Loo Kaalmeeyn Lahaa,1,0,0,0,0,0
,Dumarow Naga rali ahada rabi ha.idka rali noqde inaan xuman idin geysano nagama mud nidiin wllhi,0,0,0,0,0,1
,Wll Fellowe Iso dheh Adoo Mahadsan Wax Walba Alha ku fududeeyo,0,0,0,0,0,1
,Mey Qeyliso Marku kudhagayy,1,0,0,0,0,0
,Teda kale nimankan Cadawga Xey Ahayen Xasbuna lah,1,0,0,0,0,0
,Munasar Maxamed gabadhas hda maxey ku sugn thy,0,0,0,0,0,1
,Naagahaa hawiye oo waxooda gacanta kusita maxaa naga galay Mark.,1,0,0,0,0,0
,Intuu ku dhagnaa inee iska fujiso ayey eheed ama qeyliso markaas dad wey heli leheed ilaahay iguma kenee jaanis uma siin leheen uu iigu dhago qeylo iyo dagaalba waan isku dari lahaa,0,0,0,0,0,0
,Bajajta may u qayliso hala caawiyee,1,0,0,0,0,0
,"Bisinka
casimadi haday sas thy maxa maxa no dambey doono",1,0,0,0,0,0
,Faraax iska ilaalin jiray hadana ma nag iska ilaalin karaa waa hada casi dambe raco,1,0,0,0,0,0
,Guuldarada kowaad ee nolosha wa salaada oo aad katakto ilahey hanaga dhigo kuwii salaada ooga Amin Follow iso dheh ado mahadsan wll,0,0,0,0,0,1
,Sawabta dintena ay u qoreyso in gabahda aysan maxram la an meelna aadin wa taas cml,0,0,0,0,0,1
,Yaa kuusheegay ineesan shaqeyneenin gawaarida iyo maqaayadaha 12:00 habeenimo mugdisho waxee soo jeedaa ilaa waagu kabaryo ishii araktaay kubikaacso,0,0,0,0,0,1
,"biznkooy dadkn xaasidnimdii aa ka badaty wlhy cuqubo idnku dhcdy ninka gabdhas inuu ka xeysto ayuu rabay irbada uu ku duray wxy u eektahy inay ahyd mid suuxitanka ah
war hoooy gabdhow is ilaaliya",1,0,0,0,0,0
,Wax laga xumaado waaye waxaaas,1,0,0,0,0,0
,Kolee sheekadan waxeey ila eekaatay inee isla socdeen ee is fahmi waayen sidee doontaba hanoqotee is fahanku.,1,0,0,0,0,0
,Ilhy haka cabsato dowdalda hka warqabto dawoyinka magalda lagu gado,1,0,0,0,0,0
,Subhanallah ilaahey ha u gargaaro umada somaliyed,0,0,0,0,0,1
,Wadankena wa u dhamatey anaga wadanka 1991 ka hor shanemo lix sac habenimo ka so bixi jirney derbi cadeys aan oran jirney hada ku wa joga wa dad dowlad laheyn,1,0,0,0,0,0
,12:50 habenimo gabadh socotaa bismilah hadana marku gacanta qabto weyba ogoshahay dib ba layska afgaran wayay waxas hano kenin nio,1,0,0,0,0,0
,Sheekadeeda waa been naagta danbe,1,0,0,0,0,0
,Iyadaaba ogol waan wada aragnaaye mazayrka joojiya,1,0,0,0,0,0
